release_date,BAI00,BAI20,BAI30,BAI40,BAI50,BAI60,BAI80,BCI,BCTI,BDI,BDTI,BHSI,BLNG,BLPG,BPI,BSI,FBX,KAUI,KCCI,KCI,KJI,KLEI,KLWI,KMDI,KMEI,KNEI,KSAI,KSEI,KUEI,KUWI,KWAI,USRT,WCI,WCILASH,WCINYRD,WCIRDNY,WCIRDSH,WCISHGN,WCISHLA,WCISHNY,WCISHRD
2012-02-28,,,,,,,,1531,730,738,791,402,,,833,692,,,,,,,,,,,,,,,,502992,1451.9,767,1935,2191,473,1350,1798,2916,1276
2012-02-29,,,,,,,,1531,723,750,784,415,,,832,712,,,,,,,,,,,,,,,,496046,1451.9,767,1935,2191,473,1350,1798,2916,1276
2012-03-01,,,,,,,,1531,711,750,781,415,,,832,712,,,,,,,,,,,,,,,,496046,2025.1,879,1935,2191,509,2792,1782,2914,2732
2012-03-02,,,,,,,,1525,707,771,790,437,,,844,745,,,,,,,,,,,,,,,,496046,2025.1,879,1935,2191,509,2792,1782,2914,2732
2012-03-05,,,,,,,,1523,701,782,796,442,,,854,768,,,,,,,,,,,,,,,,496046,2025.1,879,1935,2191,509,2792,1782,2914,2732
2012-03-06,,,,,,,,1516,695,787,797,448,,,852,788,,,,,,,,,,,,,,,,496046,2025.1,879,1935,2191,509,2792,1782,2914,2732
2012-03-07,,,,,,,,1515,691,798,806,456,,,858,810,,,,,,,,,,,,,,,,510568,2025.1,879,1935,2191,509,2792,1782,2914,2732
2012-03-08,,,,,,,,1506,688,812,812,463,,,873,841,,,,,,,,,,,,,,,,510568,2022.5,867,1958,2220,526,2818,1784,2914,2697
2012-03-09,,,,,,,,1503,685,824,818,469,,,889,864,,,,,,,,,,,,,,,,510568,2022.5,867,1958,2220,526,2818,1784,2914,2697
2012-03-12,,,,,,,,1496,677,837,820,478,,,912,882,,,,,,,,,,,,,,,,510568,2022.5,867,1958,2220,526,2818,1784,2914,2697
2012-03-13,,,,,,,,1482,667,844,826,483,,,929,899,,,,,,,,,,,,,,,,510568,2022.5,867,1958,2220,526,2818,1784,2914,2697
2012-03-14,,,,,,,,1479,666,855,857,490,,,941,923,,,,,,,,,,,,,,,,504767,2022.5,867,1958,2220,526,2818,1784,2914,2697
2012-03-15,,,,,,,,1475,665,866,879,500,,,957,937,,,,,,,,,,,,,,,,504767,2027.4,867,1958,2420,526,2736,1802,3010,2685
2012-03-16,,,,,,,,1466,658,874,874,507,,,971,951,,,,,,,,,,,,,,,,504767,2027.4,867,1958,2420,526,2736,1802,3010,2685
2012-03-19,,,,,,,,1449,655,879,852,513,,,990,963,,,,,,,,,,,,,,,,504767,2027.4,867,1958,2420,526,2736,1802,3010,2685
2012-03-20,,,,,,,,1416,652,884,848,522,,,1004,989,,,,,,,,,,,,,,,,504767,2027.4,867,1958,2420,526,2736,1802,3010,2685
2012-03-21,,,,,,,,1404,650,896,837,530,,,1015,1007,,,,,,,,,,,,,,,,505558,2027.4,867,1958,2420,526,2736,1802,3010,2685
2012-03-22,,,,,,,,1384,649,902,821,540,,,1026,1024,,,,,,,,,,,,,,,,505558,2088.5,928,1967,2419,541,2702,2018,3174,2648
2012-03-23,,,,,,,,1369,650,908,809,551,,,1036,1035,,,,,,,,,,,,,,,,505558,2088.5,928,1967,2419,541,2702,2018,3174,2648
2012-03-26,,,,,,,,1354,651,912,804,559,,,1036,1047,,,,,,,,,,,,,,,,505558,2088.5,928,1967,2419,541,2702,2018,3174,2648
2012-03-27,,,,,,,,1354,646,917,808,564,,,1035,1055,,,,,,,,,,,,,,,,505558,2088.5,928,1967,2419,541,2702,2018,3174,2648
2012-03-28,,,,,,,,1361,642,922,821,566,,,1040,1054,,,,,,,,,,,,,,,,510794,2088.5,928,1967,2419,541,2702,2018,3174,2648
2012-03-29,,,,,,,,1386,643,930,822,566,,,1044,1043,,,,,,,,,,,,,,,,510794,2093.2,929,2005,2454,542,2690,2026,3181,2654
2012-03-30,,,,,,,,1386,642,930,818,566,,,1044,1043,,,,,,,,,,,,,,,,510794,2093.2,929,2005,2454,542,2690,2026,3181,2654
2012-04-02,,,,,,,,1427,645,934,819,562,,,1051,1016,,,,,,,,,,,,,,,,510794,2093.2,929,2005,2454,542,2690,2026,3181,2654
2012-04-03,,,,,,,,1456,644,931,822,556,,,1049,990,,,,,,,,,,,,,,,,510794,2093.2,929,2005,2454,542,2690,2026,3181,2654
2012-04-04,,,,,,,,1475,642,926,822,552,,,1043,965,,,,,,,,,,,,,,,,529734,2093.2,929,2005,2454,542,2690,2026,3181,2654
2012-04-05,,,,,,,,1507,639,928,820,547,,,1036,949,,,,,,,,,,,,,,,,529734,2398.3,950,2065,2552,608,3368,2053,3221,3408
2012-04-06,,,,,,,,1507,639,928,820,547,,,1036,949,,,,,,,,,,,,,,,,529734,2398.3,950,2065,2552,608,3368,2053,3221,3408
2012-04-09,,,,,,,,1507,639,928,820,547,,,1036,949,,,,,,,,,,,,,,,,529734,2398.3,950,2065,2552,608,3368,2053,3221,3408
2012-04-10,,,,,,,,1531,638,928,813,540,,,1040,936,,,,,,,,,,,,,,,,529734,2398.3,950,2065,2552,608,3368,2053,3221,3408
2012-04-11,,,,,,,,1531,636,928,806,540,,,1040,936,,,,,,,,,,,,,,,,502127,2398.3,950,2065,2552,608,3368,2053,3221,3408
2012-04-12,,,,,,,,1576,636,960,791,537,,,1110,930,,,,,,,,,,,,,,,,502127,2390.9,950,2065,2552,608,3352,2053,3206,3392
2012-04-13,,,,,,,,1572,639,972,782,540,,,1158,936,,,,,,,,,,,,,,,,502127,2390.9,950,2065,2552,608,3352,2053,3206,3392
2012-04-16,,,,,,,,1547,640,975,773,543,,,1189,944,,,,,,,,,,,,,,,,502127,2390.9,950,2065,2552,608,3352,2053,3206,3392
2012-04-17,,,,,,,,1542,639,989,762,546,,,1232,957,,,,,,,,,,,,,,,,502127,2390.9,950,2065,2552,608,3352,2053,3206,3392
2012-04-18,,,,,,,,1534,636,1006,754,550,,,1291,974,,,,,,,,,,,,,,,,510946,2390.9,950,2065,2552,608,3352,2053,3206,3392
2012-04-19,,,,,,,,1534,637,1028,745,556,,,1354,992,,,,,,,,,,,,,,,,510946,2440.7,851,2066,2552,583,3294,2373,3534,3258
2012-04-20,,,,,,,,1533,635,1067,740,562,,,1487,1020,,,,,,,,,,,,,,,,510946,2440.7,851,2066,2552,583,3294,2373,3534,3258
2012-04-23,,,,,,,,1524,629,1090,741,566,,,1552,1044,,,,,,,,,,,,,,,,510946,2440.7,851,2066,2552,583,3294,2373,3534,3258
2012-04-24,,,,,,,,1521,628,1116,744,571,,,1628,1067,,,,,,,,,,,,,,,,510946,2440.7,851,2066,2552,583,3294,2373,3534,3258
2012-04-25,,,,,,,,1514,627,1137,752,577,,,1692,1087,,,,,,,,,,,,,,,,521538,2440.7,851,2066,2552,583,3294,2373,3534,3258
2012-04-26,,,,,,,,1505,627,1148,766,582,,,1727,1097,,,,,,,,,,,,,,,,521538,2416.8,851,2066,2529,579,3271,2314,3498,3249
2012-04-27,,,,,,,,1499,626,1156,779,589,,,1738,1102,,,,,,,,,,,,,,,,521538,2416.8,851,2066,2529,579,3271,2314,3498,3249
2012-04-30,,,,,,,,1496,626,1155,779,596,,,1725,1101,,,,,,,,,,,,,,,,521538,2416.8,851,2066,2529,579,3271,2314,3498,3249
2012-05-01,,,,,,,,1496,627,1155,775,596,,,1725,1101,,,,,,,,,,,,,,,,521538,2416.8,851,2066,2529,579,3271,2314,3498,3249
2012-05-02,,,,,,,,1495,627,1149,772,601,,,1693,1099,,,,,,,,,,,,,,,,525445,2416.8,851,2066,2529,579,3271,2314,3498,3249
2012-05-03,,,,,,,,1527,625,1157,769,602,,,1635,1108,,,,,,,,,,,,,,,,525445,2680,851,2061,2534,636,3989,2321,3498,3878
2012-05-04,,,,,,,,1576,622,1157,763,602,,,1527,1118,,,,,,,,,,,,,,,,525445,2680,851,2061,2534,636,3989,2321,3498,3878
2012-05-07,,,,,,,,1576,622,1157,763,602,,,1527,1118,,,,,,,,,,,,,,,,525445,2680,851,2061,2534,636,3989,2321,3498,3878
2012-05-08,,,,,,,,1625,619,1165,767,604,,,1441,1119,,,,,,,,,,,,,,,,525445,2680,851,2061,2534,636,3989,2321,3498,3878
2012-05-09,,,,,,,,1628,617,1156,771,606,,,1390,1115,,,,,,,,,,,,,,,,515167,2680,851,2061,2534,636,3989,2321,3498,3878
2012-05-10,,,,,,,,1618,615,1146,766,610,,,1350,1116,,,,,,,,,,,,,,,,515167,2665.6,847,2035,2516,736,3851,2448,3576,3708
2012-05-11,,,,,,,,1614,614,1138,760,616,,,1322,1112,,,,,,,,,,,,,,,,515167,2665.6,847,2035,2516,736,3851,2448,3576,3708
2012-05-14,,,,,,,,1612,611,1132,755,623,,,1299,1109,,,,,,,,,,,,,,,,515167,2665.6,847,2035,2516,736,3851,2448,3576,3708
2012-05-15,,,,,,,,1613,608,1130,767,630,,,1283,1105,,,,,,,,,,,,,,,,515167,2665.6,847,2035,2516,736,3851,2448,3576,3708
2012-05-16,,,,,,,,1632,609,1137,774,632,,,1266,1106,,,,,,,,,,,,,,,,518043,2665.6,847,2035,2516,736,3851,2448,3576,3708
2012-05-17,,,,,,,,1638,614,1137,772,636,,,1258,1104,,,,,,,,,,,,,,,,518043,2622.9,847,2078,2668,880,3714,2417,3554,3560
2012-05-18,,,,,,,,1638,616,1137,765,636,,,1258,1104,,,,,,,,,,,,,,,,518043,2622.9,847,2078,2668,880,3714,2417,3554,3560
2012-05-21,,,,,,,,1626,613,1141,760,644,,,1269,1113,,,,,,,,,,,,,,,,518043,2622.9,847,2078,2668,880,3714,2417,3554,3560
2012-05-22,,,,,,,,1602,617,1127,754,646,,,1237,1117,,,,,,,,,,,,,,,,518043,2622.9,847,2078,2668,880,3714,2417,3554,3560
2012-05-23,,,,,,,,1539,616,1100,742,649,,,1186,1120,,,,,,,,,,,,,,,,522229,2622.9,847,2078,2668,880,3714,2417,3554,3560
2012-05-24,,,,,,,,1457,613,1058,738,650,,,1130,1124,,,,,,,,,,,,,,,,522229,2558.1,847,2078,2676,877,3670,2349,3520,3401
2012-05-25,,,,,,,,1424,609,1034,733,651,,,1083,1118,,,,,,,,,,,,,,,,522229,2558.1,847,2078,2676,877,3670,2349,3520,3401
2012-05-28,,,,,,,,1424,607,1034,729,651,,,1083,1118,,,,,,,,,,,,,,,,522229,2558.1,847,2078,2676,877,3670,2349,3520,3401
2012-05-29,,,,,,,,1377,608,986,723,644,,,1008,1090,,,,,,,,,,,,,,,,522229,2558.1,847,2078,2676,877,3670,2349,3520,3401
2012-05-30,,,,,,,,1342,606,950,716,635,,,969,1054,,,,,,,,,,,,,,,,536107,2558.1,847,2078,2676,877,3670,2349,3520,3401
2012-05-31,,,,,,,,1319,605,923,707,629,,,923,1034,,,,,,,,,,,,,,,,536107,2520.7,850,1937,2605,876,3621,2346,3544,3295
2012-06-01,,,,,,,,1298,602,904,699,621,,,897,1023,,,,,,,,,,,,,,,,536107,2520.7,850,1937,2605,876,3621,2346,3544,3295
2012-06-04,,,,,,,,1298,602,904,699,621,,,897,1023,,,,,,,,,,,,,,,,536107,2520.7,850,1937,2605,876,3621,2346,3544,3295
2012-06-05,,,,,,,,1298,602,904,699,621,,,897,1023,,,,,,,,,,,,,,,,536107,2520.7,850,1937,2605,876,3621,2346,3544,3295
2012-06-06,,,,,,,,1298,591,904,690,621,,,897,1023,,,,,,,,,,,,,,,,479118,2520.7,850,1937,2605,876,3621,2346,3544,3295
2012-06-07,,,,,,,,1232,589,872,686,602,,,882,1001,,,,,,,,,,,,,,,,479118,2451.5,848,2010,2674,876,3467,2235,3442,3229
2012-06-08,,,,,,,,1223,588,877,688,607,,,914,1000,,,,,,,,,,,,,,,,479118,2451.5,848,2010,2674,876,3467,2235,3442,3229
2012-06-11,,,,,,,,1223,587,877,685,607,,,914,1000,,,,,,,,,,,,,,,,479118,2451.5,848,2010,2674,876,3467,2235,3442,3229
2012-06-12,,,,,,,,1212,584,893,689,618,,,975,1007,,,,,,,,,,,,,,,,479118,2451.5,848,2010,2674,876,3467,2235,3442,3229
2012-06-13,,,,,,,,1196,581,902,696,627,,,1004,1018,,,,,,,,,,,,,,,,531835,2451.5,848,2010,2674,876,3467,2235,3442,3229
2012-06-14,,,,,,,,1196,576,902,686,627,,,1004,1018,,,,,,,,,,,,,,,,531835,2558.5,859,2010,2696,876,3429,2581,3767,3225
2012-06-15,,,,,,,,1148,575,924,682,653,,,1065,1061,,,,,,,,,,,,,,,,531835,2558.5,859,2010,2696,876,3429,2581,3767,3225
2012-06-18,,,,,,,,1138,573,938,676,669,,,1081,1084,,,,,,,,,,,,,,,,531835,2558.5,859,2010,2696,876,3429,2581,3767,3225
2012-06-19,,,,,,,,1140,572,954,668,682,,,1089,1112,,,,,,,,,,,,,,,,531835,2558.5,859,2010,2696,876,3429,2581,3767,3225
2012-06-20,,,,,,,,1145,571,972,663,695,,,1093,1146,,,,,,,,,,,,,,,,537011,2558.5,859,2010,2696,876,3429,2581,3767,3225
2012-06-21,,,,,,,,1152,571,978,662,701,,,1073,1167,,,,,,,,,,,,,,,,537011,2560.2,859,2010,2696,863,3378,2686,3871,3128
2012-06-22,,,,,,,,1155,571,978,661,705,,,1048,1179,,,,,,,,,,,,,,,,537011,2560.2,859,2010,2696,863,3378,2686,3871,3128
2012-06-25,,,,,,,,1160,568,978,660,707,,,1026,1191,,,,,,,,,,,,,,,,537011,2560.2,859,2010,2696,863,3378,2686,3871,3128
2012-06-26,,,,,,,,1168,571,981,664,709,,,1003,1207,,,,,,,,,,,,,,,,537011,2560.2,859,2010,2696,863,3378,2686,3871,3128
2012-06-27,,,,,,,,1182,568,988,670,712,,,981,1229,,,,,,,,,,,,,,,,534858,2560.2,859,2010,2696,863,3378,2686,3871,3128
2012-06-28,,,,,,,,1184,565,994,674,718,,,968,1247,,,,,,,,,,,,,,,,534858,2535.3,859,2010,2696,863,3309,2648,3844,3112
2012-06-29,,,,,,,,1190,565,1004,682,719,,,984,1257,,,,,,,,,,,,,,,,534858,2535.3,859,2010,2696,863,3309,2648,3844,3112
2012-07-02,,,,,,,,1204,561,1013,677,719,,,993,1264,,,,,,,,,,,,,,,,534858,2535.3,859,2010,2696,863,3309,2648,3844,3112
2012-07-03,,,,,,,,1290,558,1063,669,717,,,1019,1269,,,,,,,,,,,,,,,,534858,2535.3,859,2010,2696,863,3309,2648,3844,3112
2012-07-04,,,,,,,,1369,559,1103,665,716,,,1051,1284,,,,,,,,,,,,,,,,532131,2535.3,859,2010,2696,863,3309,2648,3844,3112
2012-07-05,,,,,,,,1455,559,1138,659,715,,,1090,1293,,,,,,,,,,,,,,,,532131,2677,909,2065,2662,1004,3623,2548,3830,3521
2012-07-06,,,,,,,,1493,559,1157,654,713,,,1129,1296,,,,,,,,,,,,,,,,532131,2677,909,2065,2662,1004,3623,2548,3830,3521
2012-07-09,,,,,,,,1501,557,1162,649,709,,,1145,1299,,,,,,,,,,,,,,,,532131,2677,909,2065,2662,1004,3623,2548,3830,3521
2012-07-10,,,,,,,,1484,555,1160,640,704,,,1160,1300,,,,,,,,,,,,,,,,532131,2677,909,2065,2662,1004,3623,2548,3830,3521
2012-07-11,,,,,,,,1428,554,1146,632,701,,,1175,1299,,,,,,,,,,,,,,,,446518,2677,909,2065,2662,1004,3623,2548,3830,3521
2012-07-12,,,,,,,,1352,553,1121,628,696,,,1187,1294,,,,,,,,,,,,,,,,446518,2638.1,909,2059,2662,964,3552,2497,3782,3489
2012-07-13,,,,,,,,1320,556,1110,629,692,,,1202,1287,,,,,,,,,,,,,,,,446518,2638.1,909,2059,2662,964,3552,2497,3782,3489
2012-07-16,,,,,,,,1310,556,1102,626,687,,,1209,1277,,,,,,,,,,,,,,,,446518,2638.1,909,2059,2662,964,3552,2497,3782,3489
2012-07-17,,,,,,,,1301,558,1093,624,680,,,1214,1261,,,,,,,,,,,,,,,,446518,2638.1,909,2059,2662,964,3552,2497,3782,3489
2012-07-18,,,,,,,,1286,556,1074,621,672,,,1206,1239,,,,,,,,,,,,,,,,532071,2638.1,909,2059,2662,964,3552,2497,3782,3489
2012-07-19,,,,,,,,1276,559,1053,622,666,,,1183,1212,,,,,,,,,,,,,,,,532071,2554.1,868,2036,2662,964,3325,2426,3656,3411
2012-07-20,,,,,,,,1276,560,1037,624,657,,,1156,1192,,,,,,,,,,,,,,,,532071,2554.1,868,2036,2662,964,3325,2426,3656,3411
2012-07-23,,,,,,,,1275,564,1022,627,647,,,1134,1173,,,,,,,,,,,,,,,,532071,2554.1,868,2036,2662,964,3325,2426,3656,3411
2012-07-24,,,,,,,,1261,568,1003,630,640,,,1109,1156,,,,,,,,,,,,,,,,532071,2554.1,868,2036,2662,964,3325,2426,3656,3411
2012-07-25,,,,,,,,1239,583,982,633,631,,,1088,1133,,,,,,,,,,,,,,,,532729,2554.1,868,2036,2662,964,3325,2426,3656,3411
2012-07-26,,,,,,,,1224,583,958,640,617,,,1058,1099,,,,,,,,,,,,,,,,532729,2501.5,868,2036,2662,964,3144,2406,3617,3333
2012-07-27,,,,,,,,1209,582,933,643,602,,,1031,1069,,,,,,,,,,,,,,,,532729,2501.5,868,2036,2662,964,3144,2406,3617,3333
2012-07-30,,,,,,,,1200,580,915,645,593,,,1010,1047,,,,,,,,,,,,,,,,532729,2501.5,868,2036,2662,964,3144,2406,3617,3333
2012-07-31,,,,,,,,1194,579,897,642,580,,,982,1032,,,,,,,,,,,,,,,,532729,2501.5,868,2036,2662,964,3144,2406,3617,3333
2012-08-01,,,,,,,,1181,579,878,638,570,,,954,1023,,,,,,,,,,,,,,,,538486,2501.5,868,2036,2662,964,3144,2406,3617,3333
2012-08-02,,,,,,,,1178,577,861,634,558,,,931,1010,,,,,,,,,,,,,,,,538486,2572.6,844,2096,2656,1026,3166,2464,3710,3496
2012-08-03,,,,,,,,1200,576,852,626,552,,,910,995,,,,,,,,,,,,,,,,538486,2572.6,844,2096,2656,1026,3166,2464,3710,3496
2012-08-06,,,,,,,,1214,578,843,623,544,,,890,982,,,,,,,,,,,,,,,,538486,2572.6,844,2096,2656,1026,3166,2464,3710,3496
2012-08-07,,,,,,,,1237,579,836,619,539,,,868,966,,,,,,,,,,,,,,,,538486,2572.6,844,2096,2656,1026,3166,2464,3710,3496
2012-08-08,,,,,,,,1204,580,812,615,538,,,840,946,,,,,,,,,,,,,,,,531490,2572.6,844,2096,2656,1026,3166,2464,3710,3496
2012-08-09,,,,,,,,1192,582,790,613,535,,,823,906,,,,,,,,,,,,,,,,531490,2626.6,852,2090,2656,994,3033,2747,4125,3379
2012-08-10,,,,,,,,1169,581,774,612,531,,,814,886,,,,,,,,,,,,,,,,531490,2626.6,852,2090,2656,994,3033,2747,4125,3379
2012-08-13,,,,,,,,1158,581,764,608,523,,,804,877,,,,,,,,,,,,,,,,531490,2626.6,852,2090,2656,994,3033,2747,4125,3379
2012-08-14,,,,,,,,1147,583,750,604,512,,,803,865,,,,,,,,,,,,,,,,531490,2626.6,852,2090,2656,994,3033,2747,4125,3379
2012-08-15,,,,,,,,1147,586,750,604,512,,,803,865,,,,,,,,,,,,,,,,532202,2626.6,852,2090,2656,994,3033,2747,4125,3379
2012-08-16,,,,,,,,1105,588,720,606,502,,,801,847,,,,,,,,,,,,,,,,532202,2561.7,852,2090,2656,994,2935,2731,4120,3189
2012-08-17,,,,,,,,1095,587,714,608,496,,,806,841,,,,,,,,,,,,,,,,532202,2561.7,852,2090,2656,994,2935,2731,4120,3189
2012-08-20,,,,,,,,1087,583,711,610,490,,,819,838,,,,,,,,,,,,,,,,532202,2561.7,852,2090,2656,994,2935,2731,4120,3189
2012-08-21,,,,,,,,1082,579,709,614,485,,,833,833,,,,,,,,,,,,,,,,532202,2561.7,852,2090,2656,994,2935,2731,4120,3189
2012-08-22,,,,,,,,1091,578,712,617,481,,,843,833,,,,,,,,,,,,,,,,541140,2561.7,852,2090,2656,994,2935,2731,4120,3189
2012-08-23,,,,,,,,1103,578,715,617,477,,,840,845,,,,,,,,,,,,,,,,541140,2471.9,852,2039,2656,992,2885,2619,3982,3018
2012-08-24,,,,,,,,1124,579,717,618,474,,,828,853,,,,,,,,,,,,,,,,541140,2471.9,852,2039,2656,992,2885,2619,3982,3018
2012-08-27,,,,,,,,1124,579,717,618,474,,,828,853,,,,,,,,,,,,,,,,541140,2471.9,852,2039,2656,992,2885,2619,3982,3018
2012-08-28,,,,,,,,1182,580,724,620,472,,,812,857,,,,,,,,,,,,,,,,541140,2471.9,852,2039,2656,992,2885,2619,3982,3018
2012-08-29,,,,,,,,1177,582,718,622,466,,,788,858,,,,,,,,,,,,,,,,545406,2471.9,852,2039,2656,992,2885,2619,3982,3018
2012-08-30,,,,,,,,1169,581,707,626,463,,,758,855,,,,,,,,,,,,,,,,545406,2431.5,852,2043,2656,1005,2848,2586,3906,2928
2012-08-31,,,,,,,,1172,581,703,627,459,,,735,857,,,,,,,,,,,,,,,,545406,2431.5,852,2043,2656,1005,2848,2586,3906,2928
2012-09-03,,,,,,,,1180,580,698,628,458,,,714,852,,,,,,,,,,,,,,,,545406,2431.5,852,2043,2656,1005,2848,2586,3906,2928
2012-09-04,,,,,,,,1186,579,693,626,456,,,686,849,,,,,,,,,,,,,,,,545406,2431.5,852,2043,2656,1005,2848,2586,3906,2928
2012-09-05,,,,,,,,1188,578,684,628,455,,,647,845,,,,,,,,,,,,,,,,541845,2431.5,852,2043,2656,1005,2848,2586,3906,2928
2012-09-06,,,,,,,,1186,581,675,631,457,,,617,837,,,,,,,,,,,,,,,,541845,2272.1,846,2130,2660,992,2663,2440,3765,2578
2012-09-07,,,,,,,,1186,582,669,634,458,,,599,832,,,,,,,,,,,,,,,,541845,2272.1,846,2130,2660,992,2663,2440,3765,2578
2012-09-10,,,,,,,,1188,582,666,637,461,,,582,827,,,,,,,,,,,,,,,,541845,2272.1,846,2130,2660,992,2663,2440,3765,2578
2012-09-11,,,,,,,,1187,583,662,635,466,,,566,821,,,,,,,,,,,,,,,,541845,2272.1,846,2130,2660,992,2663,2440,3765,2578
2012-09-12,,,,,,,,1186,589,661,634,471,,,545,825,,,,,,,,,,,,,,,,486818,2272.1,846,2130,2660,992,2663,2440,3765,2578
2012-09-13,,,,,,,,1198,593,663,633,475,,,527,828,,,,,,,,,,,,,,,,486818,2266.9,846,2100,2659,999,2636,2455,3810,2542
2012-09-14,,,,,,,,1204,592,662,634,477,,,502,834,,,,,,,,,,,,,,,,486818,2266.9,846,2100,2659,999,2636,2455,3810,2542
2012-09-17,,,,,,,,1219,593,663,635,479,,,483,839,,,,,,,,,,,,,,,,486818,2266.9,846,2100,2659,999,2636,2455,3810,2542
2012-09-18,,,,,,,,1326,598,697,637,480,,,474,843,,,,,,,,,,,,,,,,486818,2266.9,846,2100,2659,999,2636,2455,3810,2542
2012-09-19,,,,,,,,1421,610,722,642,480,,,468,845,,,,,,,,,,,,,,,,543250,2266.9,846,2100,2659,999,2636,2455,3810,2542
2012-09-20,,,,,,,,1531,624,755,643,482,,,468,850,,,,,,,,,,,,,,,,543250,2267.6,846,2102,2659,1009,2501,2681,3814,2396
2012-09-21,,,,,,,,1584,639,774,642,484,,,467,847,,,,,,,,,,,,,,,,543250,2267.6,846,2102,2659,1009,2501,2681,3814,2396
2012-09-24,,,,,,,,1578,644,772,640,486,,,461,847,,,,,,,,,,,,,,,,543250,2267.6,846,2102,2659,1009,2501,2681,3814,2396
2012-09-25,,,,,,,,1568,645,763,638,483,,,441,847,,,,,,,,,,,,,,,,543250,2267.6,846,2102,2659,1009,2501,2681,3814,2396
2012-09-26,,,,,,,,1549,648,752,640,479,,,426,844,,,,,,,,,,,,,,,,542897,2267.6,846,2102,2659,1009,2501,2681,3814,2396
2012-09-27,,,,,,,,1548,643,744,646,476,,,418,836,,,,,,,,,,,,,,,,542897,2198.1,846,2030,2527,1009,2399,2680,3631,2263
2012-09-28,,,,,,,,1621,642,766,649,472,,,425,830,,,,,,,,,,,,,,,,542897,2198.1,846,2030,2527,1009,2399,2680,3631,2263
2012-10-01,,,,,,,,1621,639,766,652,472,,,425,830,,,,,,,,,,,,,,,,542897,2198.1,846,2030,2527,1009,2399,2680,3631,2263
2012-10-02,,,,,,,,1676,633,778,656,454,,,463,818,,,,,,,,,,,,,,,,542897,2198.1,846,2030,2527,1009,2399,2680,3631,2263
2012-10-03,,,,,,,,1676,629,778,660,454,,,463,818,,,,,,,,,,,,,,,,552468,2198.1,846,2030,2527,1009,2399,2680,3631,2263
2012-10-04,,,,,,,,1873,628,845,664,445,,,544,802,,,,,,,,,,,,,,,,552468,2153.5,849,1950,2428,1023,2292,2627,3586,2223
2012-10-05,,,,,,,,1932,626,875,664,444,,,598,795,,,,,,,,,,,,,,,,552468,2153.5,849,1950,2428,1023,2292,2627,3586,2223
2012-10-08,,,,,,,,1921,619,883,662,444,,,647,791,,,,,,,,,,,,,,,,552468,2153.5,849,1950,2428,1023,2292,2627,3586,2223
2012-10-09,,,,,,,,1829,619,875,662,442,,,712,789,,,,,,,,,,,,,,,,552468,2153.5,849,1950,2428,1023,2292,2627,3586,2223
2012-10-10,,,,,,,,1775,615,875,663,442,,,784,787,,,,,,,,,,,,,,,,534553,2153.5,849,1950,2428,1023,2292,2627,3586,2223
2012-10-11,,,,,,,,1833,617,903,665,444,,,843,783,,,,,,,,,,,,,,,,534553,2136.2,849,1952,2642,1019,2229,2606,3579,2185
2012-10-12,,,,,,,,1914,619,926,667,444,,,871,776,,,,,,,,,,,,,,,,534553,2136.2,849,1952,2642,1019,2229,2606,3579,2185
2012-10-15,,,,,,,,1960,621,941,668,444,,,885,768,,,,,,,,,,,,,,,,534553,2136.2,849,1952,2642,1019,2229,2606,3579,2185
2012-10-16,,,,,,,,2103,624,981,668,443,,,904,754,,,,,,,,,,,,,,,,534553,2136.2,849,1952,2642,1019,2229,2606,3579,2185
2012-10-17,,,,,,,,2162,642,999,670,443,,,904,746,,,,,,,,,,,,,,,,535915,2136.2,849,1952,2642,1019,2229,2606,3579,2185
2012-10-18,,,,,,,,2135,651,989,672,444,,,895,740,,,,,,,,,,,,,,,,535915,2054.5,856,1952,2642,1019,2096,2488,3393,2106
2012-10-19,,,,,,,,2217,655,1010,676,445,,,879,732,,,,,,,,,,,,,,,,535915,2054.5,856,1952,2642,1019,2096,2488,3393,2106
2012-10-22,,,,,,,,2332,658,1037,680,445,,,861,721,,,,,,,,,,,,,,,,535915,2054.5,856,1952,2642,1019,2096,2488,3393,2106
2012-10-23,,,,,,,,2587,658,1109,681,442,,,843,716,,,,,,,,,,,,,,,,535915,2054.5,856,1952,2642,1019,2096,2488,3393,2106
2012-10-24,,,,,,,,2530,661,1088,683,440,,,825,712,,,,,,,,,,,,,,,,542674,2054.5,856,1952,2642,1019,2096,2488,3393,2106
2012-10-25,,,,,,,,2432,660,1051,681,437,,,811,706,,,,,,,,,,,,,,,,542674,2032.5,856,1952,2642,1019,2052,2462,3364,2077
2012-10-26,,,,,,,,2451,658,1049,678,434,,,804,699,,,,,,,,,,,,,,,,542674,2032.5,856,1952,2642,1019,2052,2462,3364,2077
2012-10-29,,,,,,,,2460,651,1048,675,432,,,799,693,,,,,,,,,,,,,,,,542674,2032.5,856,1952,2642,1019,2052,2462,3364,2077
2012-10-30,,,,,,,,2458,650,1043,672,430,,,792,689,,,,,,,,,,,,,,,,542674,2032.5,856,1952,2642,1019,2052,2462,3364,2077
2012-10-31,,,,,,,,2419,647,1026,674,429,,,782,678,,,,,,,,,,,,,,,,540290,2032.5,856,1952,2642,1019,2052,2462,3364,2077
2012-11-01,,,,,,,,2355,679,1000,672,426,,,770,671,,,,,,,,,,,,,,,,540290,2214.3,856,1942,2642,1019,2064,2417,3316,2865
